subject,repetition,random_seed,edge_count,structural_overlap,same_reference_service_ratio,same_leiden_cluster_ratio
jpetstore,385,42385,48,0.3125,,0.27083333333333331
jpetstore,386,42386,48,0.16666666666666666,,0.125
jpetstore,387,42387,48,0.125,,0.10416666666666667
jpetstore,388,42388,48,0.25,,0.33333333333333331
jpetstore,389,42389,48,0.14583333333333334,,0.1875
jpetstore,390,42390,48,0.1875,,0.14583333333333334
jpetstore,391,42391,48,0.20833333333333334,,0.27083333333333331
jpetstore,392,42392,48,0.125,,0.20833333333333334
jpetstore,393,42393,48,0.1875,,0.22916666666666666
jpetstore,394,42394,48,0.16666666666666666,,0.20833333333333334
jpetstore,395,42395,48,0.22916666666666666,,0.20833333333333334
jpetstore,396,42396,48,0.22916666666666666,,0.33333333333333331
jpetstore,397,42397,48,0.16666666666666666,,0.16666666666666666
jpetstore,398,42398,48,0.20833333333333334,,0.29166666666666669
jpetstore,399,42399,48,0.27083333333333331,,0.29166666666666669
jpetstore,400,42400,48,0.10416666666666667,,0.1875
jpetstore,401,42401,48,0.20833333333333334,,0.33333333333333331
jpetstore,402,42402,48,0.10416666666666667,,0.125
jpetstore,403,42403,48,0.22916666666666666,,0.14583333333333334
jpetstore,404,42404,48,0.16666666666666666,,0.25
jpetstore,405,42405,48,0.25,,0.29166666666666669
jpetstore,406,42406,48,0.14583333333333334,,0.20833333333333334
jpetstore,407,42407,48,0.1875,,0.1875
jpetstore,408,42408,48,0.14583333333333334,,0.20833333333333334
jpetstore,409,42409,48,0.1875,,0.27083333333333331
jpetstore,410,42410,48,0.27083333333333331,,0.20833333333333334
jpetstore,411,42411,48,0.16666666666666666,,0.16666666666666666
jpetstore,412,42412,48,0.1875,,0.29166666666666669
jpetstore,413,42413,48,0.1875,,0.25
jpetstore,414,42414,48,0.1875,,0.22916666666666666
jpetstore,415,42415,48,0.125,,0.1875
jpetstore,416,42416,48,0.16666666666666666,,0.20833333333333334
jpetstore,417,42417,48,0.1875,,0.1875
jpetstore,418,42418,48,0.16666666666666666,,0.27083333333333331
jpetstore,419,42419,48,0.20833333333333334,,0.20833333333333334
jpetstore,420,42420,48,0.14583333333333334,,0.20833333333333334
jpetstore,421,42421,48,0.1875,,0.35416666666666669
jpetstore,422,42422,48,0.125,,0.20833333333333334
jpetstore,423,42423,48,0.14583333333333334,,0.20833333333333334
jpetstore,424,42424,48,0.125,,0.16666666666666666
jpetstore,425,42425,48,0.1875,,0.20833333333333334
jpetstore,426,42426,48,0.16666666666666666,,0.20833333333333334
jpetstore,427,42427,48,0.10416666666666667,,0.16666666666666666
jpetstore,428,42428,48,0.16666666666666666,,0.16666666666666666
jpetstore,429,42429,48,0.125,,0.25
jpetstore,430,42430,48,0.20833333333333334,,0.27083333333333331
jpetstore,431,42431,48,0.20833333333333334,,0.22916666666666666
jpetstore,432,42432,48,0.27083333333333331,,0.20833333333333334
jpetstore,433,42433,48,0.1875,,0.22916666666666666
jpetstore,434,42434,48,0.125,,0.22916666666666666
jpetstore,435,42435,48,0.25,,0.22916666666666666
jpetstore,436,42436,48,0.29166666666666669,,0.22916666666666666
jpetstore,437,42437,48,0.20833333333333334,,0.29166666666666669
jpetstore,438,42438,48,0.20833333333333334,,0.3125
jpetstore,439,42439,48,0.25,,0.33333333333333331
jpetstore,440,42440,48,0.1875,,0.22916666666666666
jpetstore,441,42441,48,0.1875,,0.14583333333333334
jpetstore,442,42442,48,0.14583333333333334,,0.1875
jpetstore,443,42443,48,0.16666666666666666,,0.16666666666666666
jpetstore,444,42444,48,0.22916666666666666,,0.22916666666666666
jpetstore,445,42445,48,0.20833333333333334,,0.25
jpetstore,446,42446,48,0.1875,,0.22916666666666666
jpetstore,447,42447,48,0.29166666666666669,,0.3125
jpetstore,448,42448,48,0.1875,,0.14583333333333334
jpetstore,449,42449,48,0.22916666666666666,,0.25
jpetstore,450,42450,48,0.10416666666666667,,0.16666666666666666
jpetstore,451,42451,48,0.20833333333333334,,0.20833333333333334
jpetstore,452,42452,48,0.22916666666666666,,0.20833333333333334
jpetstore,453,42453,48,0.29166666666666669,,0.29166666666666669
jpetstore,454,42454,48,0.25,,0.20833333333333334
jpetstore,455,42455,48,0.16666666666666666,,0.20833333333333334
jpetstore,456,42456,48,0.14583333333333334,,0.25
jpetstore,457,42457,48,0.1875,,0.1875
jpetstore,458,42458,48,0.25,,0.20833333333333334
jpetstore,459,42459,48,0.14583333333333334,,0.27083333333333331
jpetstore,460,42460,48,0.22916666666666666,,0.22916666666666666
jpetstore,461,42461,48,0.22916666666666666,,0.22916666666666666
jpetstore,462,42462,48,0.3125,,0.3125
jpetstore,463,42463,48,0.25,,0.22916666666666666
jpetstore,464,42464,48,0.27083333333333331,,0.22916666666666666
jpetstore,465,42465,48,0.25,,0.25
jpetstore,466,42466,48,0.29166666666666669,,0.29166666666666669
jpetstore,467,42467,48,0.1875,,0.20833333333333334
