source_class_id,rank,target_class_id,weight
org.apache.xerces.dom.NodeImpl,3,org.apache.xerces.impl.xs.opti.NodeImpl,0.7020664346783867
org.apache.xerces.dom.NodeIteratorImpl,1,org.apache.xerces.dom.TreeWalkerImpl,0.69269476113982409
org.apache.xerces.dom.NodeIteratorImpl,2,org.apache.xerces.impl.xs.opti.NodeImpl,0.6163370827881306
org.apache.xerces.dom.NodeIteratorImpl,3,org.apache.xerces.dom.DeepNodeListImpl,0.61349719671264824
org.apache.xerces.dom.NodeListCache,1,org.apache.xerces.dom.DeepNodeListImpl,0.56382171489236799
org.apache.xerces.dom.NodeListCache,2,org.apache.xerces.dom.NamedNodeMapImpl,0.52856590017452454
org.apache.xerces.dom.NodeListCache,3,org.apache.xerces.dom.CharacterDataImpl$1,0.52251673082491945
org.apache.xerces.dom.NotationImpl,1,org.apache.xerces.stax.events.NotationDeclarationImpl,0.72103286240842235
org.apache.xerces.dom.NotationImpl,2,org.apache.xerces.dom.EntityImpl,0.68484060310254302
org.apache.xerces.dom.NotationImpl,3,org.apache.xerces.impl.xs.opti.NodeImpl,0.68405672528265427
org.apache.xerces.dom.ObjectFactory,1,org.apache.xerces.impl.dv.ObjectFactory,0.99999999999999878
org.apache.xerces.dom.ObjectFactory,2,org.apache.xerces.parsers.ObjectFactory,0.99999999999999878
org.apache.xerces.dom.ObjectFactory,3,org.apache.xerces.xinclude.ObjectFactory,0.99999999999999878
org.apache.xerces.dom.ObjectFactory$ConfigurationError,1,org.apache.xerces.impl.dv.ObjectFactory$ConfigurationError,0.99999999999999967
org.apache.xerces.dom.ObjectFactory$ConfigurationError,2,org.apache.xerces.parsers.ObjectFactory$ConfigurationError,0.99999999999999967
org.apache.xerces.dom.ObjectFactory$ConfigurationError,3,org.apache.xerces.xinclude.ObjectFactory$ConfigurationError,0.99999999999999967
org.apache.xerces.dom.PSVIAttrNSImpl,1,org.apache.xerces.impl.xs.AttributePSVImpl,0.87216567676550683
org.apache.xerces.dom.PSVIAttrNSImpl,2,org.apache.xerces.dom.PSVIElementNSImpl,0.81890126433458821
org.apache.xerces.dom.PSVIAttrNSImpl,3,org.apache.xerces.xs.AttributePSVI,0.76711384748255507
org.apache.xerces.dom.PSVIDOMImplementationImpl,1,org.apache.xerces.dom.DOMImplementationImpl,0.82249180958580081
org.apache.xerces.dom.PSVIDOMImplementationImpl,2,org.apache.xerces.dom.PSVIDocumentImpl,0.78175471588877621
org.apache.xerces.dom.PSVIDOMImplementationImpl,3,org.apache.xerces.dom.CoreDOMImplementationImpl,0.73723622609585493
org.apache.xerces.dom.PSVIDocumentImpl,1,org.apache.xerces.dom.PSVIDOMImplementationImpl,0.78175471588877621
org.apache.xerces.dom.PSVIDocumentImpl,2,org.apache.xerces.dom.PSVIElementNSImpl,0.64846671633228192
org.apache.xerces.dom.PSVIDocumentImpl,3,org.apache.xerces.dom.CoreDocumentImpl,0.62891911006303614
org.apache.xerces.dom.PSVIElementNSImpl,1,org.apache.xerces.impl.xs.ElementPSVImpl,0.89212352288864827
org.apache.xerces.dom.PSVIElementNSImpl,2,org.apache.xerces.dom.PSVIAttrNSImpl,0.81890126433458821
org.apache.xerces.dom.PSVIElementNSImpl,3,org.apache.xerces.xs.ElementPSVI,0.80220797750271089
org.apache.xerces.dom.ParentNode,1,org.apache.xerces.dom.ChildNode,0.74862197689657772
org.apache.xerces.dom.ParentNode,2,org.apache.xerces.dom.NodeImpl,0.66040022178463376
org.apache.xerces.dom.ParentNode,3,org.apache.xerces.dom.ParentNode$1,0.65272486404834384
org.apache.xerces.dom.ParentNode$1,1,org.apache.xerces.dom.CharacterDataImpl$1,0.7587731892437839
org.apache.xerces.dom.ParentNode$1,2,org.apache.xerces.dom.DeepNodeListImpl,0.68362897751060137
org.apache.xerces.dom.ParentNode$1,3,org.apache.xerces.dom.ParentNode,0.65272486404834384
org.apache.xerces.dom.ParentNode$UserDataRecord,1,org.apache.xerces.dom.ParentNode,0.48691424661237293
org.apache.xerces.dom.ParentNode$UserDataRecord,2,org.apache.xerces.dom.ParentNode$1,0.46114442814125001
org.apache.xerces.dom.ParentNode$UserDataRecord,3,org.apache.xerces.dom.DocumentTypeImpl,0.45696265228218369
org.apache.xerces.dom.ProcessingInstructionImpl,1,org.apache.xerces.stax.events.ProcessingInstructionImpl,0.84809444385619059
org.apache.xerces.dom.ProcessingInstructionImpl,2,org.apache.xerces.dom.DeferredProcessingInstructionImpl,0.67234592829620754
org.apache.xerces.dom.ProcessingInstructionImpl,3,org.apache.xerces.dom.CommentImpl,0.64643765863796421
